SchemaName,TableName,Ord,ColumnName,DataType,Nullable,Identity_,IsPK
dbo,MaterialClass,5,ModifiedTimestamp,datetime,NOT NULL
dbo,MaterialClass,6,IsFinishedGood,bit,NOT NULL
dbo,NavigationLevel,1,NavigationLevelID,int,NOT NULL,IDENTITY,PK
dbo,NavigationLevel,2,Name,nvarchar(100),NOT NULL
dbo,NavigationLevel,3,Description,nvarchar(max),NULL
dbo,NavigationLevel,4,CreatedTimestamp,datetime,NOT NULL
dbo,NavigationLevel,5,ModifiedTimestamp,datetime,NOT NULL
dbo,NavigationLevel,6,ParentNavigationLevelID,int,NULL
dbo,NavigationLevel,7,Level,tinyint,NOT NULL
dbo,NavigationLevel,8,DisplayOrder,tinyint,NULL
dbo,OpcItem,1,OpcItemID,int,NOT NULL,IDENTITY,PK
dbo,OpcItem,2,Name,nvarchar(100),NOT NULL
dbo,OpcItem,3,Description,nvarchar(max),NULL
dbo,OpcItem,4,CreatedTimestamp,datetime,NOT NULL
dbo,OpcItem,5,ModifiedTimestamp,datetime,NOT NULL
dbo,OpcItem,6,OpcServerID,int,NOT NULL
dbo,OpcItem,7,AccessPath,nvarchar(900),NULL
dbo,OpcItem,8,ItemID,nvarchar(900),NULL
dbo,OpcItem,9,Writability,tinyint,NOT NULL
dbo,OpcItem,10,UpdateRate,int,NOT NULL
dbo,OpcItem,11,DataType,nvarchar(100),NOT NULL
dbo,OpcServer,1,OpcServerID,int,NOT NULL,IDENTITY,PK
dbo,OpcServer,2,Name,nvarchar(100),NOT NULL
dbo,OpcServer,3,Description,nvarchar(max),NULL
dbo,OpcServer,4,CreatedTimestamp,datetime,NOT NULL
dbo,OpcServer,5,ModifiedTimestamp,datetime,NOT NULL
dbo,OpcServer,6,Host,nvarchar(100),NOT NULL
dbo,OpcServer,7,ProgramID,nvarchar(260),NOT NULL
dbo,Privilege,1,PrivilegeID,int,NOT NULL,IDENTITY,PK
dbo,Privilege,2,Name,nvarchar(100),NOT NULL
dbo,Privilege,3,Description,nvarchar(max),NULL
dbo,Privilege,4,DisplayName,nvarchar(100),NOT NULL
dbo,ProductionLine,1,ProductionLineID,int,NOT NULL,IDENTITY,PK
dbo,ProductionLine,2,Name,nvarchar(100),NOT NULL
dbo,ProductionLine,3,Description,nvarchar(max),NULL
dbo,ProductionLine,4,CreatedTimestamp,datetime,NOT NULL
dbo,ProductionLine,5,ModifiedTimestamp,datetime,NOT NULL
dbo,ProductionLine,6,AreaID,int,NOT NULL
dbo,ProductionOrder,1,ProductionOrderID,int,NOT NULL,IDENTITY,PK
dbo,ProductionOrder,2,Name,nvarchar(100),NOT NULL
dbo,ProductionOrder,3,Description,nvarchar(max),NULL
dbo,ProductionOrder,4,CreatedTimestamp,datetime,NOT NULL
dbo,ProductionOrder,5,ModifiedTimestamp,datetime,NOT NULL
dbo,ProductionOrder,6,ProductionLineID,int,NOT NULL
dbo,ProductionOrder,7,BomID,int,NOT NULL
dbo,ProductionOrder,8,ProductionOrderStateID,int,NOT NULL
dbo,ProductionOrder,9,Sequence,int,NOT NULL
dbo,ProductionOrder,10,RequiredQuantity,"decimal(18,6)",NOT NULL
dbo,ProductionOrder,11,AdjustedQuantity,"decimal(18,6)",NOT NULL
dbo,ProductionOrder,12,SuspendAtQuantity,"decimal(18,6)",NOT NULL
dbo,ProductionOrder,13,CompletedQuantity,"decimal(18,6)",NULL
dbo,ProductionOrder,14,RemainingQuantity,"decimal(19,6)",NOT NULL
dbo,ProductionOrder,15,IdentifierFormatID,int,NULL
dbo,ProductionOrderState,1,ProductionOrderStateID,int,NOT NULL,IDENTITY,PK
dbo,ProductionOrderState,2,Name,nvarchar(100),NOT NULL
dbo,ProductionOrderState,3,Description,nvarchar(max),NULL
dbo,ProductionOrderState,4,DisplayName,nvarchar(100),NOT NULL
dbo,Report,1,ReportID,int,NOT NULL,IDENTITY,PK
dbo,Report,2,Name,nvarchar(100),NOT NULL
dbo,Report,3,Description,nvarchar(max),NULL
dbo,Report,4,Url,nvarchar(150),NOT NULL
dbo,Role,1,RoleID,int,NOT NULL,IDENTITY,PK
dbo,Role,2,Name,nvarchar(100),NOT NULL
dbo,Role,3,Description,nvarchar(max),NULL
dbo,RolePrivilege,1,RolePrivilegeID,int,NOT NULL,IDENTITY,PK
dbo,RolePrivilege,2,RoleID,int,NOT NULL
dbo,RolePrivilege,3,PrivilegeID,int,NOT NULL
dbo,SerializedItem,1,SerializedItemID,int,NOT NULL,IDENTITY,PK
dbo,SerializedItem,2,Name,nvarchar(100),NOT NULL
dbo,SerializedItem,3,Description,nvarchar(max),NULL
dbo,SerializedItem,4,CreatedTimestamp,datetime,NOT NULL
dbo,SerializedItem,5,ModifiedTimestamp,datetime,NOT NULL
dbo,SerializedItem,7,WorkOrderID,int,NOT NULL
dbo,SerializedItem,8,SerializedItemStateID,int,NOT NULL
dbo,SerializedItem,10,DispositionReason,nvarchar(max),NULL
dbo,SerializedItem,11,DispositionID,int,NULL
dbo,SerializedItemBomComponent,1,SerializedItemBomComponentID,int,NOT NULL,IDENTITY,PK
dbo,SerializedItemBomComponent,2,CreatedTimestamp,datetime,NOT NULL
dbo,SerializedItemBomComponent,3,SerializedItemID,int,NOT NULL
dbo,SerializedItemBomComponent,4,BomComponentID,int,NOT NULL
dbo,SerializedItemBomComponent,5,LotIdentifier,nvarchar(50),NOT NULL
dbo,SerializedItemBomComponent,6,Quantity,int,NOT NULL
dbo,SerializedItemState,1,SerializedItemStateID,int,NOT NULL,IDENTITY,PK
dbo,SerializedItemState,2,Name,nvarchar(100),NOT NULL
dbo,SerializedItemState,3,Description,nvarchar(max),NULL
dbo,SerializedItemState,4,DisplayName,nvarchar(100),NOT NULL
